,top_down_stair_2d_50::Probabilities::Post,top_down_stair_2d_50::Probabilities::3rdStair,top_down_stair_2d_50::Probabilities::2ndStair,top_down_stair_2d_50::Probabilities::1stStair,top_down_stair_2d_50::Probabilities::Pre,top_down_stair_2d_50::FrameCount,top_down_stair_2d_50::SpaceStep,top_down_stair_2d_50::TimeStep,top_down_stair_2d_50::PointCount,top_down_stair_2d_50::RegionLength::Post,top_down_stair_2d_50::RegionLength::3rdStair,top_down_stair_2d_50::RegionLength::2ndStair,top_down_stair_2d_50::RegionLength::1stStair,top_down_stair_2d_50::RegionLength::Pre,top_down_stair_2d_51::Probabilities::Post,top_down_stair_2d_51::Probabilities::3rdStair,top_down_stair_2d_51::Probabilities::2ndStair,top_down_stair_2d_51::Probabilities::1stStair,top_down_stair_2d_51::Probabilities::Pre,top_down_stair_2d_51::FrameCount,top_down_stair_2d_51::SpaceStep,top_down_stair_2d_51::TimeStep,top_down_stair_2d_51::PointCount,top_down_stair_2d_51::RegionLength::Post,top_down_stair_2d_51::RegionLength::3rdStair,top_down_stair_2d_51::RegionLength::2ndStair,top_down_stair_2d_51::RegionLength::1stStair,top_down_stair_2d_51::RegionLength::Pre,top_down_stair_2d_52::Probabilities::Post,top_down_stair_2d_52::Probabilities::3rdStair,top_down_stair_2d_52::Probabilities::2ndStair,top_down_stair_2d_52::Probabilities::1stStair,top_down_stair_2d_52::Probabilities::Pre,top_down_stair_2d_52::FrameCount,top_down_stair_2d_52::SpaceStep,top_down_stair_2d_52::TimeStep,top_down_stair_2d_52::PointCount,top_down_stair_2d_52::RegionLength::Post,top_down_stair_2d_52::RegionLength::3rdStair,top_down_stair_2d_52::RegionLength::2ndStair,top_down_stair_2d_52::RegionLength::1stStair,top_down_stair_2d_52::RegionLength::Pre,top_down_stair_2d_53::Probabilities::Post,top_down_stair_2d_53::Probabilities::3rdStair,top_down_stair_2d_53::Probabilities::2ndStair,top_down_stair_2d_53::Probabilities::1stStair,top_down_stair_2d_53::Probabilities::Pre,top_down_stair_2d_53::FrameCount,top_down_stair_2d_53::SpaceStep,top_down_stair_2d_53::TimeStep,top_down_stair_2d_53::PointCount,top_down_stair_2d_53::RegionLength::Post,top_down_stair_2d_53::RegionLength::3rdStair,top_down_stair_2d_53::RegionLength::2ndStair,top_down_stair_2d_53::RegionLength::1stStair,top_down_stair_2d_53::RegionLength::Pre,top_down_stair_2d_54::Probabilities::Post,top_down_stair_2d_54::Probabilities::3rdStair,top_down_stair_2d_54::Probabilities::2ndStair,top_down_stair_2d_54::Probabilities::1stStair,top_down_stair_2d_54::Probabilities::Pre,top_down_stair_2d_54::FrameCount,top_down_stair_2d_54::SpaceStep,top_down_stair_2d_54::TimeStep,top_down_stair_2d_54::PointCount,top_down_stair_2d_54::RegionLength::Post,top_down_stair_2d_54::RegionLength::3rdStair,top_down_stair_2d_54::RegionLength::2ndStair,top_down_stair_2d_54::RegionLength::1stStair,top_down_stair_2d_54::RegionLength::Pre
0,0.0004159894570377943,0.1292647594093899,0.7316079402568489,0.1382953214196854,0.0004159894570377959,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004159894570377943,0.1292647594093899,0.7316079402568489,0.1382953214196854,0.0004159894570377959,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004159894570377943,0.1292647594093899,0.7316079402568489,0.1382953214196854,0.0004159894570377959,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004159894570377943,0.1292647594093899,0.7316079402568489,0.1382953214196854,0.0004159894570377959,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004159894570377943,0.1292647594093899,0.7316079402568489,0.1382953214196854,0.0004159894570377959,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
1,0.00041599365642126926,0.12926484994562024,0.7316077509632112,0.13829541177832605,0.0004159936564212707,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00041599365642126926,0.12926484994562024,0.7316077509632112,0.13829541177832605,0.0004159936564212707,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004159936564212691,0.12926484994562032,0.7316077509632112,0.13829541177832597,0.0004159936564212705,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004159936564212688,0.12926484994562024,0.7316077509632112,0.13829541177832605,0.00041599365642127034,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00041599365642126926,0.12926484994562024,0.7316077509632112,0.13829541177832605,0.0004159936564212707,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
2,0.0004160015122728928,0.12926510969232505,0.7316072144690188,0.1382956728141104,0.0004160015122728943,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004160015122728928,0.12926510969232505,0.7316072144690188,0.1382956728141104,0.0004160015122728943,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004160015122728927,0.1292651096923252,0.7316072144690188,0.1382956728141103,0.00041600151227289396,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004160015122728922,0.12926510969232502,0.7316072144690187,0.13829567281411037,0.0004160015122728937,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004160015122728928,0.12926510969232505,0.7316072144690188,0.1382956728141104,0.0004160015122728943,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
3,0.00041601302464599614,0.12926553864800377,0.7316063307771946,0.1382961045255097,0.0004160130246459975,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00041601302464599614,0.12926553864800377,0.7316063307771946,0.1382961045255097,0.0004160130246459975,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004160130246459965,0.12926553864800394,0.7316063307771945,0.13829610452550956,0.0004160130246459973,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00041601302464599587,0.12926553864800377,0.7316063307771946,0.1382961045255097,0.00041601302464599723,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00041601302464599614,0.12926553864800377,0.7316063307771946,0.1382961045255097,0.0004160130246459975,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
4,0.0004160281936587446,0.12926613681044002,0.7316050998920037,0.1382967069102387,0.0004160281936587459,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004160281936587446,0.12926613681044002,0.7316050998920037,0.1382967069102387,0.0004160281936587459,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004160281936587455,0.1292661368104401,0.7316050998920036,0.13829670691023863,0.000416028193658746,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004160281936587449,0.12926613681044,0.7316050998920037,0.1382967069102387,0.00041602819365874625,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004160281936587446,0.12926613681044002,0.7316050998920037,0.1382967069102387,0.0004160281936587459,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
5,0.0004160470194938245,0.12926690417668757,0.7316035218190823,0.1382974799652424,0.0004160470194938257,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004160470194938245,0.12926690417668757,0.7316035218190823,0.1382974799652424,0.0004160470194938257,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00041604701949382605,0.12926690417668765,0.7316035218190822,0.13829747996524233,0.00041604701949382627,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004160470194938253,0.12926690417668754,0.7316035218190821,0.13829747996524236,0.00041604701949382665,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004160470194938245,0.12926690417668757,0.7316035218190823,0.1382974799652424,0.0004160470194938257,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
6,0.00041606950239860176,0.12926784074307776,0.7316015965654229,0.13829842368670228,0.00041606950239860295,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00041606950239860176,0.12926784074307776,0.7316015965654229,0.13829842368670228,0.00041606950239860295,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004160695023986041,0.12926784074307776,0.7316015965654227,0.1382984236867023,0.00041606950239860403,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00041606950239860354,0.12926784074307773,0.7316015965654229,0.13829842368670228,0.0004160695023986047,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00041606950239860176,0.12926784074307776,0.7316015965654229,0.13829842368670228,0.00041606950239860295,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
7,0.0004160956426864579,0.12926894650528187,0.7315993241392447,0.13829953807010045,0.0004160956426864592,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004160956426864579,0.12926894650528187,0.7315993241392447,0.13829953807010045,0.0004160956426864592,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00041609564268646097,0.12926894650528184,0.7315993241392444,0.1382995380701006,0.00041609564268646086,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004160956426864606,0.12926894650528184,0.7315993241392447,0.13829953807010045,0.0004160956426864619,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004160956426864579,0.12926894650528187,0.7315993241392447,0.13829953807010045,0.0004160956426864592,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
8,0.00041612544073216744,0.12927022145809475,0.7315967045504401,0.13830082311000078,0.0004161254407321688,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00041612544073216744,0.12927022145809475,0.7315967045504401,0.13830082311000078,0.0004161254407321688,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00041612544073217167,0.12927022145809483,0.7315967045504397,0.13830082311000103,0.00041612544073217145,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00041612544073217096,0.12927022145809475,0.7315967045504401,0.13830082311000078,0.0004161254407321724,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00041612544073216744,0.12927022145809475,0.7315967045504401,0.13830082311000078,0.0004161254407321688,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
9,0.00041615889698054694,0.12927166559583889,0.731593737809744,0.13830227880045637,0.00041615889698054835,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00041615889698054694,0.12927166559583889,0.731593737809744,0.13830227880045637,0.00041615889698054835,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00041615889698055263,0.1292716655958389,0.7315937378097433,0.13830227880045676,0.00041615889698055214,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.0004161588969805526,0.12927166559583886,0.7315937378097439,0.1383022788004563,0.00041615889698055404,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3,0.00041615889698054694,0.12927166559583889,0.731593737809744,0.13830227880045637,0.00041615889698054835,650,0.003,2.25e-06,400,0.3,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.3
