,top_down_stair_2d_produce_dataset0::Probabilities::Post,top_down_stair_2d_produce_dataset0::Probabilities::Intra,top_down_stair_2d_produce_dataset0::Probabilities::Pre,top_down_stair_2d_produce_dataset0::FrameCount,top_down_stair_2d_produce_dataset0::SpaceStep,top_down_stair_2d_produce_dataset0::TimeStep,top_down_stair_2d_produce_dataset0::PointCount,top_down_stair_2d_produce_dataset0::RegionLength::Post,top_down_stair_2d_produce_dataset0::RegionLength::Intra,top_down_stair_2d_produce_dataset0::RegionLength::Pre,top_down_stair_2d_produce_dataset1::Probabilities::Post,top_down_stair_2d_produce_dataset1::Probabilities::Intra,top_down_stair_2d_produce_dataset1::Probabilities::Pre,top_down_stair_2d_produce_dataset1::FrameCount,top_down_stair_2d_produce_dataset1::SpaceStep,top_down_stair_2d_produce_dataset1::TimeStep,top_down_stair_2d_produce_dataset1::PointCount,top_down_stair_2d_produce_dataset1::RegionLength::Post,top_down_stair_2d_produce_dataset1::RegionLength::Intra,top_down_stair_2d_produce_dataset1::RegionLength::Pre,top_down_stair_2d_produce_dataset2::Probabilities::Post,top_down_stair_2d_produce_dataset2::Probabilities::Intra,top_down_stair_2d_produce_dataset2::Probabilities::Pre,top_down_stair_2d_produce_dataset2::FrameCount,top_down_stair_2d_produce_dataset2::SpaceStep,top_down_stair_2d_produce_dataset2::TimeStep,top_down_stair_2d_produce_dataset2::PointCount,top_down_stair_2d_produce_dataset2::RegionLength::Post,top_down_stair_2d_produce_dataset2::RegionLength::Intra,top_down_stair_2d_produce_dataset2::RegionLength::Pre,top_down_stair_2d_produce_dataset3::Probabilities::Post,top_down_stair_2d_produce_dataset3::Probabilities::Intra,top_down_stair_2d_produce_dataset3::Probabilities::Pre,top_down_stair_2d_produce_dataset3::FrameCount,top_down_stair_2d_produce_dataset3::SpaceStep,top_down_stair_2d_produce_dataset3::TimeStep,top_down_stair_2d_produce_dataset3::PointCount,top_down_stair_2d_produce_dataset3::RegionLength::Post,top_down_stair_2d_produce_dataset3::RegionLength::Intra,top_down_stair_2d_produce_dataset3::RegionLength::Pre
0,0.0004159894570377943,0.9991680210859241,0.0004159894570377959,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004159894570377943,0.9991680210859241,0.0004159894570377959,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004159894570377943,0.9991680210859241,0.0004159894570377959,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004159894570377943,0.9991680210859241,0.0004159894570377959,750,0.003,2.25e-06,400,0.3,0.4,0.3
1,0.00041599134305673693,0.9991680173138867,0.00041599134305673834,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041599134305673693,0.9991680173138867,0.00041599134305673834,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041599134305673693,0.9991680173138867,0.00041599134305673834,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041599134305673693,0.9991680173138867,0.0004159913430567384,750,0.003,2.25e-06,400,0.3,0.4,0.3
2,0.0004159968910456649,0.9991680062179088,0.00041599689104566636,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004159968910456649,0.9991680062179088,0.00041599689104566636,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004159968910456651,0.999168006217909,0.00041599689104566647,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004159968910456651,0.9991680062179088,0.00041599689104566647,750,0.003,2.25e-06,400,0.3,0.4,0.3
3,0.000416006101102837,0.9991679877977943,0.0004160061011028385,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.000416006101102837,0.9991679877977943,0.0004160061011028385,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004160061011028374,0.9991679877977943,0.0004160061011028386,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041600610110283743,0.9991679877977943,0.00041600610110283884,750,0.003,2.25e-06,400,0.3,0.4,0.3
4,0.00041601897339137763,0.9991679620532172,0.00041601897339137904,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041601897339137763,0.9991679620532172,0.00041601897339137904,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004160189733913782,0.9991679620532172,0.0004160189733913793,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004160189733913782,0.9991679620532171,0.00041601897339137953,750,0.003,2.25e-06,400,0.3,0.4,0.3
5,0.0004160355081393002,0.9991679289837213,0.0004160355081393015,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004160355081393002,0.9991679289837213,0.0004160355081393015,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.000416035508139301,0.9991679289837215,0.0004160355081393019,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041603550813930113,0.9991679289837213,0.0004160355081393023,750,0.003,2.25e-06,400,0.3,0.4,0.3
6,0.0004160557056396071,0.9991678885887205,0.0004160557056396084,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004160557056396071,0.9991678885887205,0.0004160557056396084,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041605570563960797,0.9991678885887205,0.00041605570563960895,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041605570563960824,0.9991678885887205,0.0004160557056396096,750,0.003,2.25e-06,400,0.3,0.4,0.3
7,0.00041607956624954885,0.9991678408675008,0.0004160795662495502,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041607956624954885,0.9991678408675008,0.0004160795662495502,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041607956624955015,0.9991678408675012,0.00041607956624955096,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004160795662495504,0.999167840867501,0.00041607956624955183,750,0.003,2.25e-06,400,0.3,0.4,0.3
8,0.00041610709039212855,0.9991677858192155,0.00041610709039212996,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041610709039212855,0.9991677858192155,0.00041610709039212996,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041610709039213023,0.9991677858192157,0.00041610709039213093,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004161070903921307,0.9991677858192157,0.0004161070903921321,750,0.003,2.25e-06,400,0.3,0.4,0.3
9,0.00041613827855438424,0.9991677234428914,0.00041613827855438565,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041613827855438424,0.9991677234428914,0.00041613827855438565,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004161382785543864,0.9991677234428914,0.0004161382785543869,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041613827855438695,0.9991677234428914,0.0004161382785543884,750,0.003,2.25e-06,400,0.3,0.4,0.3
10,0.00041617313128881986,0.9991676537374224,0.0004161731312888214,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041617313128881986,0.9991676537374224,0.0004161731312888214,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041617313128882263,0.9991676537374222,0.00041617313128882295,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041617313128882333,0.9991676537374222,0.0004161731312888248,750,0.003,2.25e-06,400,0.3,0.4,0.3
11,0.0004162116492126177,0.9991675767015751,0.00041621164921261925,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004162116492126177,0.9991675767015751,0.00041621164921261925,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041621164921262115,0.9991675767015751,0.0004162116492126213,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.000416211649212622,0.9991675767015751,0.0004162116492126236,750,0.003,2.25e-06,400,0.3,0.4,0.3
12,0.00041625383300772806,0.9991674923339845,0.0004162538330077297,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041625383300772806,0.9991674923339845,0.0004162538330077297,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004162538330077324,0.9991674923339845,0.0004162538330077323,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041625383300773343,0.9991674923339845,0.000416253833007735,750,0.003,2.25e-06,400,0.3,0.4,0.3
13,0.0004162996834212916,0.9991674006331571,0.00041629968342129326,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004162996834212916,0.9991674006331571,0.00041629968342129326,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004162996834212968,0.9991674006331571,0.0004162996834212964,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004162996834212982,0.9991674006331573,0.0004162996834212998,750,0.003,2.25e-06,400,0.3,0.4,0.3
14,0.0004163492012648569,0.9991673015974702,0.00041634920126485834,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004163492012648569,0.9991673015974702,0.00041634920126485834,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041634920126486317,0.99916730159747,0.00041634920126486225,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004163492012648649,0.9991673015974702,0.0004163492012648663,750,0.003,2.25e-06,400,0.3,0.4,0.3
15,0.0004164023874156356,0.9991671952251687,0.0004164023874156372,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004164023874156356,0.9991671952251687,0.0004164023874156372,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004164023874156431,0.9991671952251685,0.0004164023874156419,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041640238741564515,0.9991671952251685,0.00041640238741564667,750,0.003,2.25e-06,400,0.3,0.4,0.3
16,0.0004164592428148557,0.9991670815143705,0.000416459242814857,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004164592428148557,0.9991670815143705,0.000416459242814857,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041645924281486467,0.9991670815143703,0.0004164592428148627,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041645924281486716,0.9991670815143703,0.0004164592428148685,750,0.003,2.25e-06,400,0.3,0.4,0.3
17,0.00041651976846955255,0.9991669604630607,0.00041651976846955385,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041651976846955255,0.9991669604630607,0.00041651976846955385,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004165197684695632,0.999166960463061,0.0004165197684695606,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004165197684695662,0.999166960463061,0.0004165197684695675,750,0.003,2.25e-06,400,0.3,0.4,0.3
18,0.0004165839654511473,0.9991668320690975,0.0004165839654511485,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004165839654511473,0.9991668320690975,0.0004165839654511485,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041658396545115993,0.9991668320690977,0.0004165839654511567,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041658396545116345,0.999166832069098,0.00041658396545116475,750,0.003,2.25e-06,400,0.3,0.4,0.3
19,0.000416651834896152,0.9991666963302074,0.0004166518348961533,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.000416651834896152,0.9991666963302074,0.0004166518348961533,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004166518348961668,0.9991666963302076,0.00041665183489616276,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.000416651834896171,0.9991666963302076,0.00041665183489617214,750,0.003,2.25e-06,400,0.3,0.4,0.3
20,0.0004167233780062657,0.9991665532439876,0.00041672337800626705,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004167233780062657,0.9991665532439876,0.00041672337800626705,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.000416723378006283,0.9991665532439876,0.0004167233780062783,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.000416723378006288,0.9991665532439875,0.0004167233780062894,750,0.003,2.25e-06,400,0.3,0.4,0.3
21,0.00041679859604779615,0.9991664028079044,0.00041679859604779756,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041679859604779615,0.9991664028079044,0.00041679859604779756,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041679859604781637,0.9991664028079044,0.00041679859604781073,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004167985960478222,0.9991664028079046,0.00041679859604782364,750,0.003,2.25e-06,400,0.3,0.4,0.3
22,0.00041687749035248124,0.999166245019295,0.00041687749035248286,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041687749035248124,0.999166245019295,0.00041687749035248286,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041687749035250487,0.9991662450192952,0.00041687749035249837,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041687749035251176,0.9991662450192951,0.0004168774903525133,750,0.003,2.25e-06,400,0.3,0.4,0.3
23,0.0004169600623166752,0.9991660798753669,0.0004169600623166768,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004169600623166752,0.9991660798753669,0.0004169600623166768,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041696006231670265,0.9991660798753669,0.00041696006231669485,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004169600623167107,0.9991660798753668,0.00041696006231671225,750,0.003,2.25e-06,400,0.3,0.4,0.3
24,0.00041704631340215136,0.9991659073731957,0.00041704631340215293,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041704631340215136,0.9991659073731957,0.00041704631340215293,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041704631340218324,0.9991659073731957,0.000417046313402174,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004170463134021926,0.9991659073731957,0.00041704631340219424,750,0.003,2.25e-06,400,0.3,0.4,0.3
25,0.00041713624513545504,0.9991657275097292,0.00041713624513545677,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041713624513545504,0.9991657275097292,0.00041713624513545677,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004171362451354919,0.9991657275097289,0.0004171362451354813,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004171362451355028,0.9991657275097289,0.0004171362451355046,750,0.003,2.25e-06,400,0.3,0.4,0.3
26,0.0004172298591082936,0.9991655402817834,0.00041722985910829506,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004172298591082936,0.9991655402817834,0.00041722985910829506,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004172298591083362,0.9991655402817832,0.0004172298591083235,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004172298591083489,0.9991655402817833,0.0004172298591083504,750,0.003,2.25e-06,400,0.3,0.4,0.3
27,0.00041732715697754777,0.9991653456860451,0.00041732715697754923,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041732715697754777,0.9991653456860451,0.00041732715697754923,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.0004173271569775971,0.9991653456860449,0.0004173271569775822,750,0.003,2.25e-06,400,0.3,0.4,0.3,0.00041732715697761173,0.9991653456860446,0.0004173271569776132,750,0.003,2.25e-06,400,0.3,0.4,0.3
